Name,CNPJ,Portfolio Manager,Last_Assets_date
UJAY HEDGE FIC MULTIMERCADO,13.418.910/0001-30,Diego Soares de Arruda,2019-01-31 00:00:00
UJAY HEDGE II FIC MULTIMERCADO,17.439.221/0001-63,Diego Soares de Arruda,2019-01-31 00:00:00
UJAY I ALPHA ESTEE FI MULTIMERCADO,23.630.212/0001-58,Diego Soares de Arruda,2019-01-31 00:00:00
UJAY LONG BIASED FI AÇÕES,17.439.235/0001-87,Diego Soares de Arruda,2019-01-31 00:00:00
UNIBANCO FI RENDA FIXA LP,05.756.479/0001-04,Tatiana Grecco,2019-01-31 00:00:00
UNICLASS CONSERVADOR FIC RENDA FIXA,03.699.947/0001-20,Tatiana Grecco,2019-02-01 00:00:00
UNICLASS FIC RENDA FIXA,05.902.493/0001-79,Tatiana Grecco,2019-02-01 00:00:00
UNICLASS FIC RENDA FIXA LP,05.756.488/0001-03,Tatiana Grecco,2019-01-31 00:00:00
UNICLASS FIC RENDA FIXA REFERENCIADO DI,03.652.358/0001-97,Tatiana Grecco,2019-02-01 00:00:00
UNICRED FI MULTIMERCADO CRÉDITO PRIVADO,09.411.686/0001-88,Wilson da Silva Souza,2019-01-31 00:00:00
UV ARAUCÁRIA FI AÇÕES,15.715.034/0001-30,Eduardo Vidigal Andrade Gonçalves,2019-01-31 00:00:00
UV CEREJEIRA FI AÇÕES,19.799.971/0001-71,Eduardo Vidigal Andrade Gonçalves,2019-01-31 00:00:00
VALORA ABSOLUTE FI RENDA FIXA CRÉDITO PRIVADO LP,10.326.625/0001-00,Daniel Pegorini,2019-01-31 00:00:00
VENTURESTAR FI MULTIMERCADO,05.697.562/0001-50,Luís Paulo Fraga de Mesquita,2019-01-31 00:00:00
VENTURE VALUE FI AÇÕES,11.447.072/0001-06,João Paulo Nouailhetas Gomes dos Reis,2019-01-31 00:00:00
VERDE AM PERFORMANCE FI AÇÕES,08.707.235/0001-20,Pedro Franco Sales,2019-01-31 00:00:00
VERDE AM VALOR DIVIDENDOS FI AÇÕES,11.372.045/0001-03,Pedro Franco Sales,2019-01-31 00:00:00
VERSA LONG BIASED FI MULTIMERCADO,18.832.847/0001-06,Luiz Fernando Pereira Alves Jr.,2019-01-31 00:00:00
VERT 14 FIC MULTIMERCADO,04.310.455/0001-64,Manoel Evaristo Ferreira Junior,2019-01-31 00:00:00
VERT FIC MULTIMERCADO,04.277.488/0001-50,Manoel Evaristo Ferreira Junior,2019-01-31 00:00:00
VINCI ATLAS FIC MULTIMERCADO,24.572.582/0001-49,Paulo Fernando Carvalho de Oliveira,2019-01-31 00:00:00
VINCI FATORIAL DINÂMICO FI AÇÕES,23.875.817/0001-09,Fernando Lovisotto,2019-01-31 00:00:00
VINCI FI RENDA FIXA CRÉDITO PRIVADO,11.245.687/0001-41,Paulo Fernando Carvalho de Oliveira,2019-02-01 00:00:00
VINCI GAS FLASH FIC AÇÕES,08.608.379/0001-29,Luiz Otávio Bianchini Laydner,2019-01-31 00:00:00
VINCI GAS SELEÇÃO DIVIDENDOS FI AÇÕES,12.287.682/0001-44,Luiz Otávio Bianchini Laydner,2019-01-31 00:00:00
VINCI INTERNACIONAL FIC MULTIMERCADO,19.587.174/0001-20,Fernando Lovisotto,2019-01-31 00:00:00
VINCI MULTIESTRATÉGIA FI MULTIMERCADO,12.440.825/0001-06,Paulo Fernando Carvalho de Oliveira,2019-01-31 00:00:00
VINCI SELECTION EQUITIES FI AÇÕES,15.603.945/0001-75,Fernando Lovisotto,2019-01-31 00:00:00
VINCI VALOREM FI MULTIMERCADO,13.396.703/0001-22,Fernando Lovisotto,2019-01-31 00:00:00
VISIA FIC RENDA FIXA REFERENCIADO DI,26.525.468/0001-93,Rodrigo Potenza Terni,2019-02-01 00:00:00
VISIA ZARATHUSTRA FIC MULTIMERCADO,11.052.478/0001-81,Jorge Guimarães Larangeira,2019-01-31 00:00:00
VISIA ZARATHUSTRA II FIC MULTIMERCADO,26.525.548/0001-49,Jorge Guimarães Larangeira,2019-01-31 00:00:00
VISTA FI AÇÕES,21.329.166/0001-26,João Landau Magalhães,2019-01-31 00:00:00
VISTA MULTIESTRATÉGIA FI MULTIMERCADO,21.646.715/0001-96,João Landau Magalhães,2019-01-31 00:00:00
VITÓRIA RÉGIA FI AÇÕES,05.384.841/0001-63,Guilherme Ernesto Sand,2019-01-31 00:00:00
VOKIN K2 LONG BIASED FI AÇÕES,13.962.941/0001-58,Frederico Vontobel,2019-01-31 00:00:00
VOTORANTIM ALLOCATION DÓLAR FI CAMBIAL,09.352.825/0001-40,Reinaldo Holanda de Lacerda,2019-01-31 00:00:00
VOTORANTIM ALLOCATION INFLAÇÃO FI RENDA FIXA,10.347.453/0001-42,Reinaldo Holanda de Lacerda,2019-01-31 00:00:00
VOTORANTIM DÓLAR FIC CAMBIAL,03.319.016/0001-50,Reinaldo Holanda de Lacerda,2019-01-31 00:00:00
VOTORANTIM EAGLE FI MULTIMERCADO CRÉDITO PRIVADO,00.836.263/0001-35,Reinaldo Holanda de Lacerda,2019-01-31 00:00:00
VOTORANTIM EQUITY HEDGE FI MULTIMERCADO,09.083.868/0001-77,Reinaldo Holanda de Lacerda,2019-01-31 00:00:00
VOTORANTIM FEDERAL FIC RENDA FIXA REFERENCIADO DI,08.669.394/0001-87,Reinaldo Holanda de Lacerda,2019-02-01 00:00:00
VOTORANTIM INFLATION FIC RENDA FIXA,09.344.799/0001-08,Reinaldo Holanda de Lacerda,2019-01-31 00:00:00
VOTORANTIM INSTITUCIONAL FI RENDA FIXA CRÉDITO PRIVADO,06.866.051/0001-87,Reinaldo Holanda de Lacerda,2019-02-01 00:00:00
VOTORANTIM IRF-M 1+ FIC RENDA FIXA LP,13.060.032/0001-24,Reinaldo Holanda de Lacerda,2019-01-31 00:00:00
VOTORANTIM IRF-M 1+ FI RENDA FIXA,10.342.116/0001-62,Reinaldo Holanda de Lacerda,2019-01-31 00:00:00
VOTORANTIM MASTER PLUS FIC RENDA FIXA CRÉDITO PRIVADO LP,14.492.346/0001-69,Reinaldo Holanda de Lacerda,2019-02-01 00:00:00
VOTORANTIM MULTISTRATEGY FI MULTIMERCADO,08.998.840/0001-05,Reinaldo Holanda de Lacerda,2019-01-31 00:00:00
VOTORANTIM PLUS FIC RENDA FIXA REFERENCIADO DI,00.323.513/0001-33,Reinaldo Holanda de Lacerda,2019-02-01 00:00:00
VOTORANTIM PREMIUM BANKS FI RENDA FIXA CRÉDITO PRIVADO,10.347.493/0001-94,Reinaldo Holanda de Lacerda,2019-02-01 00:00:00
VOTORANTIM SELECTED BANKS FI RENDA FIXA CRÉDITO PRIVADO,10.347.538/0001-20,Reinaldo Holanda de Lacerda,2019-02-01 00:00:00
VOTORANTIM SOBERANO FI RENDA FIXA,09.238.487/0001-10,Reinaldo Holanda de Lacerda,2019-02-01 00:00:00
VOTORANTIM SOBERANO FI RENDA FIXA REFERENCIADO DI,10.347.582/0001-30,Reinaldo Holanda de Lacerda,2019-02-01 00:00:00
VOTORANTIM VINTAGE FI RENDA FIXA CRÉDITO PRIVADO,04.240.128/0001-83,Reinaldo Holanda de Lacerda,2019-02-01 00:00:00
WESTERN ASSET ALLOCATION 1 FIC MULTIMERCADO,05.090.817/0001-11,Gustavo Baltar,2019-01-31 00:00:00
WESTERN ASSET ALLOCATION 2 FIC MULTIMERCADO,05.090.830/0001-70,Gustavo Baltar,2019-01-31 00:00:00
WESTERN ASSET ALLOCATION 3 FIC MULTIMERCADO,05.090.786/0001-07,Gustavo Baltar,2019-01-31 00:00:00
WESTERN ASSET ALLOCATION 4 FIC MULTIMERCADO,05.090.798/0001-23,Gustavo Baltar,2019-01-31 00:00:00
WESTERN ASSET ALLOCATION 5 FIC MULTIMERCADO,05.090.443/0001-34,Gustavo Baltar,2019-01-31 00:00:00
WESTERN ASSET ATIVO FI RENDA FIXA,03.499.367/0001-90,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET ATIVO MAX FI RENDA FIXA,04.192.419/0001-43,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET CÂMBIO DÓLAR PRIME FIC CAMBIAL,00.819.880/0001-22,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET CÂMBIO DÓLAR SILVER FIC CAMBIAL,00.819.855/0001-49,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET CREDIT EXCELLENT FIC RENDA FIXA CRÉDITO PRIVADO,05.090.771/0001-30,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET CRÉDITO BANCÁRIO FI RENDA FIXA CRÉDITO PRIVADO,23.872.778/0001-96,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET CRÉDITO CORPORATIVO FI RENDA FIXA CRÉDITO PRIVADO,20.155.523/0001-14,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET DIVIDENDOS FIC AÇÕES,67.845.909/0001-11,Fabio Motta,2019-01-31 00:00:00
WESTERN ASSET DIVIDEND YIELD FI AÇÕES,09.087.483/0001-88,Fabio Motta,2019-01-31 00:00:00
WESTERN ASSET EXCELLENT FIC RENDA FIXA REFERENCIADO DI,00.819.915/0001-23,Paulo Eduardo Clini,2019-02-01 00:00:00
WESTERN ASSET FEEDER FIC RENDA FIXA REFERENCIADO SELIC,15.807.810/0001-21,Paulo Eduardo Clini,2019-02-01 00:00:00
WESTERN ASSET FI AÇÕES BDR NÍVEL I,19.831.126/0001-36,Fabio Motta,2019-01-31 00:00:00
WESTERN ASSET GOLD FIC RENDA FIXA REFERENCIADO DI,01.490.766/0001-64,Paulo Eduardo Clini,2019-02-01 00:00:00
WESTERN ASSET HEDGE DÓLAR FI CAMBIAL,00.819.889/0001-33,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET IBOVESPA ATIVO FI AÇÕES,01.789.400/0001-90,Fabio Motta,2019-01-31 00:00:00
WESTERN ASSET IMA-B 5 ATIVO FI RENDA FIXA,17.517.577/0001-78,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET IMA-B ATIVO FI RENDA FIXA,09.087.301/0001-79,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET INFLATION GOLD FIC RENDA FIXA,09.087.590/0001-06,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET LONG & SHORT FI MULTIMERCADO,07.672.392/0001-84,Fabio Motta,2019-01-31 00:00:00
WESTERN ASSET LONG & SHORT TOP FIC MULTIMERCADO,07.897.907/0001-44,Fabio Motta,2019-01-31 00:00:00
WESTERN ASSET LONG BIASED FI AÇÕES,02.477.733/0001-47,Fabio Motta,2019-01-31 00:00:00
WESTERN ASSET MASTER FIC RENDA FIXA REFERENCIADO DI,01.605.280/0001-24,Paulo Eduardo Clini,2019-02-01 00:00:00
WESTERN ASSET MAX EXCELLENT FIC RENDA FIXA REFERENCIADO DI,05.090.757/0001-37,Paulo Eduardo Clini,2019-02-01 00:00:00
WESTERN ASSET MAX MASTER FIC RENDA FIXA REFERENCIADO DI,05.090.753/0001-59,Paulo Eduardo Clini,2019-02-01 00:00:00
WESTERN ASSET MAX PLUS FIC RENDA FIXA REFERENCIADO DI,05.092.223/0001-40,Paulo Eduardo Clini,2019-02-01 00:00:00
WESTERN ASSET MAX PREMIUM FIC RENDA FIXA REFERENCIADO DI,04.589.516/0001-74,Paulo Eduardo Clini,2019-02-01 00:00:00
WESTERN ASSET MAX SPECIAL FIC RENDA FIXA REFERENCIADO DI,05.090.763/0001-94,Paulo Eduardo Clini,2019-02-01 00:00:00
WESTERN ASSET MAX TOP FIC RENDA FIXA REFERENCIADO DI,07.892.311/0001-51,Paulo Eduardo Clini,2019-02-01 00:00:00
WESTERN ASSET MULTIRENDA 10 FIC MULTIMERCADO,01.045.435/0001-15,Gustavo Baltar,2019-01-31 00:00:00
WESTERN ASSET MULTIRENDA 20 FIC MULTIMERCADO,01.045.437/0001-04,Gustavo Baltar,2019-01-31 00:00:00
WESTERN ASSET MULTIRENDA 30 FIC MULTIMERCADO,01.678.491/0001-97,Gustavo Baltar,2019-01-31 00:00:00
WESTERN ASSET MULTI RF STAR FIC RENDA FIXA,04.589.359/0001-05,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET MULTI RF TOP FIC RENDA FIXA,04.514.122/0001-57,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET MULTITRADING ADVANCED GLOBAL FIC MULTIMERCADO,05.090.905/0001-13,Gustavo Baltar,2019-01-31 00:00:00
WESTERN ASSET MULTITRADING ADVANCED TOP FIC MULTIMERCADO,05.090.913/0001-60,Gustavo Baltar,2019-01-31 00:00:00
WESTERN ASSET MULTITRADING ALPHA TOP FIC MULTIMERCADO,07.889.718/0001-20,Gustavo Baltar,2019-01-31 00:00:00
WESTERN ASSET MULTITRADING H FI MULTIMERCADO,05.024.659/0001-00,Gustavo Baltar,2019-01-31 00:00:00
WESTERN ASSET MULTITRADING PLUS FIC MULTIMERCADO,05.090.962/0001-00,Gustavo Baltar,2019-01-31 00:00:00
WESTERN ASSET MULTITRADING PREMIUM FIC MULTIMERCADO,23.611.241/0001-72,Gustavo Baltar,2019-01-31 00:00:00
WESTERN ASSET MULTITRADING TOP FIC MULTIMERCADO,05.090.920/0001-61,Gustavo Baltar,2019-01-31 00:00:00
WESTERN ASSET PLUS FIC RENDA FIXA REFERENCIADO DI,00.819.929/0001-47,Paulo Eduardo Clini,2019-02-01 00:00:00
WESTERN ASSET PRICE FIC RENDA FIXA,04.589.614/0001-01,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET RF ATIVO PLUS FIC RENDA FIXA,02.885.907/0001-00,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET RF ATIVO SILVER FIC RENDA FIXA,00.819.858/0001-82,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET RF ATIVO TOP FIC RENDA FIXA,03.068.246/0001-93,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET SELEÇÃO FIC AÇÕES,07.892.305/0001-02,Fabio Motta,2019-01-31 00:00:00
WESTERN ASSET SILVER IBOVESPA ATIVO FIC AÇÕES,67.845.925/0001-04,Fabio Motta,2019-01-31 00:00:00
WESTERN ASSET SOBERANO FIC RENDA FIXA REFERENCIADO SELIC,09.087.618/0001-05,Paulo Eduardo Clini,2019-02-01 00:00:00
WESTERN ASSET SOBERANO II FIC RENDA FIXA REFERENCIADO SELIC,22.773.421/0001-98,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET SPECIAL FIC RENDA FIXA REFERENCIADO DI,03.499.356/0001-00,Paulo Eduardo Clini,2019-02-01 00:00:00
WESTERN ASSET STAR IBOVESPA ATIVO FIC AÇÕES,06.180.170/0001-81,Fabio Motta,2019-01-31 00:00:00
WESTERN ASSET SUSTENTABILIDADE EMPRESARIAL FI AÇÕES,09.087.500/0001-87,Fabio Motta,2019-01-31 00:00:00
WESTERN ASSET SUSTENTABILIDADE EMPRESARIAL FIC AÇÕES,29.413.945/0001-17,Fabio Motta,2019-01-31 00:00:00
WESTERN ASSET TRADICIONAL FI RENDA FIXA,04.588.071/0001-08,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET TRADICIONAL STAR FIC RENDA FIXA,04.589.442/0001-76,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET TRADICIONAL TOP FIC RENDA FIXA,04.589.378/0001-23,Paulo Eduardo Clini,2019-01-31 00:00:00
WESTERN ASSET US INDEX 500 FEEDER FIC MULTIMERCADO,18.886.199/0001-62,Fabio Motta,2019-01-31 00:00:00
WESTERN ASSET US INDEX 500 FI MULTIMERCADO,17.453.850/0001-48,Fabio Motta,2019-01-31 00:00:00
WESTERN ASSET VALUATION FI AÇÕES,09.087.523/0001-91,Fabio Motta,2019-01-31 00:00:00
WM AMERICAN EQUITIES FIC MULTIMERCADO,17.822.186/0001-67,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
WM IBOVESPA PLUS FI AÇÕES,10.565.852/0001-80,Gilberto Hideo Nagai,2019-01-31 00:00:00
WM IMA-GERAL FI RENDA FIXA,10.566.018/0001-09,Tatiana Grecco,2019-01-31 00:00:00
WM MACRO ALLOCATION FI MULTIMERCADO,10.960.975/0001-15,Marcello Siniscalchi,2019-01-31 00:00:00
WM MULTIGESTOR AÇÕES FIC AÇÕES,11.424.302/0001-03,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
WM MULTIGESTOR ALOCAÇÃO GLOBAL FI MULTIMERCADO,11.424.387/0001-20,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
WM PARTNERS EQUITY HEDGE FIC MULTIMERCADO,21.255.097/0001-53,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
WM PARTNERS MACRO FIC MULTIMERCADO,21.295.744/0001-50,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
WM RENDA FIXA FIC RENDA FIXA CRÉDITO PRIVADO,15.636.949/0001-50,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
WM SMALL CAP VALUATION FIC AÇÕES,09.217.025/0001-16,Gilberto Hideo Nagai,2019-01-31 00:00:00
XP INFLAÇÃO FI RENDA FIXA REFERENCIADO IPCA LP,14.146.491/0001-98,Fausto Silva Filho,2019-01-31 00:00:00
XP INSTITUCIONAL FIC MULTIMERCADO,25.274.954/0001-13,Marcos de Andrade Peixoto Filho,2019-01-31 00:00:00
XP INVESTOR FI RENDA FIXA CRÉDITO PRIVADO LP,11.046.179/0001-34,André Masetti,2019-01-31 00:00:00
XP LONG BIASED FIC MULTIMERCADO,18.993.924/0001-00,Marcos de Andrade Peixoto Filho,2019-01-31 00:00:00
XP LONG SHORT 60 FIC MULTIMERCADO,21.827.663/0001-54,Marcos de Andrade Peixoto Filho,2019-01-31 00:00:00
XP MACRO FI MULTIMERCADO I,23.922.063/0001-09,Julio Cesar Tiburcio Fernandes,2019-01-31 00:00:00
XP MACRO INSTITUCIONAL FIC MULTIMERCADO,26.549.933/0001-26,Julio Cesar Tiburcio Fernandes,2019-01-31 00:00:00
XP REFERENCIADO FI RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,10.843.445/0001-97,André Masetti,2019-02-01 00:00:00
XP TOP CDB FI RENDA FIXA CRÉDITO PRIVADO,24.018.872/0001-45,André Masetti,2019-02-01 00:00:00
ZBN FORTUNO FI AÇÕES BDR NÍVEL I,17.094.929/0001-20,Antônio Remi Zamboni,2019-01-31 00:00:00
ZBN FORTUNO FI RENDA FIXA CRÉDITO PRIVADO,21.646.712/0001-52,Antônio Remi Zamboni,2019-01-31 00:00:00
ZC TERMO FI MULTIMERCADO CRÉDITO PRIVADO,08.739.883/0001-68,Rafael Zilles Castiglia,2019-01-31 00:00:00
ZENITH FIC AÇÕES,04.787.992/0001-08,Guilherme Ernesto Sand,2019-01-31 00:00:00
